ticket_id,customer_id,ticket_date,issue_type,priority,resolution_hours,status
T00841,C0029,2025-06-21,Payment Failure,Medium,10.8,Resolved
T00842,C0086,2026-01-25,Refund,Medium,32.3,Resolved
T00843,C0047,2025-01-26,Payment Failure,Medium,18.1,Resolved
T00844,C0077,2025-05-08,Damaged Product,Medium,18.4,Resolved
T00845,C0343,2026-01-09,Refund,Low,7.0,Open
T00846,C0191,2025-01-24,Payment Failure,Medium,19.5,Resolved
T00847,C0031,2026-04-15,Late Delivery,Medium,16.7,Resolved
T00848,C0307,2026-02-27,Wrong Product,Medium,11.3,Resolved
T00849,C0169,2025-06-26,Payment Failure,Medium,46.8,Resolved
T00850,C0036,2026-06-22,Late Delivery,Medium,53.9,Resolved
T00851,C0245,2025-09-23,Refund,Low,8.7,Resolved
T00852,C0424,2026-07-24,Wrong Product,Medium,10.8,Resolved
T00853,C0351,2025-09-27,Payment Failure,Low,38.1,Resolved
T00854,C0188,2025-11-25,Refund,Medium,11.1,Resolved
T00855,C0015,2026-03-31,Payment Failure,Low,22.8,Resolved
T00856,C0334,2025-10-22,Refund,High,13.7,Resolved
T00857,C0483,2025-05-02,Payment Failure,Medium,16.1,Resolved
T00858,C0216,2025-06-08,Late Delivery,Medium,11.0,Resolved
T00859,C0158,2025-06-27,Damaged Product,Medium,28.2,Resolved
T00860,C0414,2025-11-24,Late Delivery,High,68.0,Open
T00861,C0155,2025-11-03,Wrong Product,Medium,18.3,Resolved
T00862,C0241,2025-03-30,Payment Failure,Low,22.5,Resolved
T00863,C0296,2025-02-07,Damaged Product,High,19.8,Resolved
T00864,C0462,2025-12-12,Damaged Product,Medium,3.5,Resolved
T00865,C0045,2025-09-09,Wrong Product,Medium,12.7,Resolved
T00866,C0495,2025-05-29,Wrong Product,High,8.5,Resolved
T00867,C0459,2025-01-16,Damaged Product,Low,28.6,Resolved
T00868,C0175,2026-01-02,Wrong Product,Low,10.3,Resolved
T00869,C0492,2025-04-28,Wrong Product,Medium,36.4,Resolved
T00870,C0346,2025-11-13,Payment Failure,Medium,7.4,Resolved
T00871,C0056,2025-10-15,Late Delivery,Medium,31.5,Resolved
T00872,C0054,2025-12-17,Product Query,Medium,7.2,Resolved
T00873,C0341,2025-10-24,Refund,Medium,22.0,Resolved
T00874,C0265,2025-07-13,Damaged Product,Medium,9.9,Resolved
T00875,C0374,2026-01-27,Refund,High,10.4,Escalated
T00876,C0239,2026-03-19,Damaged Product,Low,62.1,Open
T00877,C0321,2025-10-08,Damaged Product,Medium,8.9,Escalated
T00878,C0108,2025-10-28,Late Delivery,Medium,18.4,Resolved
T00879,C0198,2026-03-02,Damaged Product,Medium,34.1,Resolved
T00880,C0385,2025-09-07,Damaged Product,Low,3.9,Resolved
T00881,C0214,2026-05-30,Late Delivery,Low,24.7,Resolved
T00882,C0499,2026-02-10,Wrong Product,Medium,53.4,Resolved
T00883,C0246,2025-09-01,Product Query,Low,7.9,Resolved
T00884,C0397,2026-01-02,Refund,Medium,14.4,Resolved
T00885,C0038,2025-04-30,Damaged Product,Low,12.7,Resolved
T00886,C0497,2026-03-16,Late Delivery,Medium,35.4,Resolved
T00887,C0173,2026-05-19,Damaged Product,Medium,15.9,Resolved
T00888,C0105,2026-08-05,Late Delivery,Medium,34.2,Resolved
T00889,C0040,2026-03-09,Refund,Medium,49.7,Resolved
T00890,C0479,2025-07-02,Payment Failure,Medium,52.9,Resolved
T00891,C0399,2026-04-06,Wrong Product,Medium,56.2,Resolved
T00892,C0434,2025-04-28,Payment Failure,Low,10.3,Resolved
T00893,C0130,2025-01-31,Late Delivery,Low,47.0,Resolved
T00894,C0181,2025-05-29,Damaged Product,High,29.3,Resolved
T00895,C0479,2026-06-12,Wrong Product,Medium,26.9,Resolved
T00896,C0410,2025-09-30,Refund,Medium,20.8,Resolved
T00897,C0194,2026-01-20,Product Query,Low,20.2,Escalated
T00898,C0331,2025-04-12,Wrong Product,High,17.0,Resolved
T00899,C0289,2025-03-13,Damaged Product,Medium,15.5,Resolved
T00900,C0466,2026-02-12,Payment Failure,High,16.0,Resolved
